bracket,elapsed_wall_time,model_id,params,partial_fit_calls,partial_fit_time,score,score_time
0,9.196903944015503,bracket=0-0,"{'solver': 'sgd', 'power_t': 0.5788788788788789, 'momentum': 0.7157157157157157, 'learning_rate_init': 0.008628512566366887, 'learning_rate': 'adaptive', 'batch_size': 1024}",1,0.9254429340362549,0.6799166666666666,0.12827110290527344
0,9.196905851364136,bracket=0-1,"{'solver': 'sgd', 'power_t': 0.8423423423423424, 'momentum': 0.6816816816816816, 'learning_rate_init': 0.007548799281653432, 'learning_rate': 'adaptive', 'batch_size': 256}",1,1.9425430297851562,0.7675,0.12683796882629395
0,9.196907043457031,bracket=0-2,"{'solver': 'sgd', 'power_t': 0.5852852852852853, 'momentum': 0.3233233233233233, 'learning_rate_init': 0.0001091535935331391, 'learning_rate': 'constant', 'batch_size': 256}",1,1.6789801120758057,0.06616666666666667,0.1951310634613037
0,9.196907758712769,bracket=0-3,"{'solver': 'sgd', 'power_t': 0.5372372372372373, 'momentum': 0.3933933933933934, 'learning_rate_init': 0.0013339056900390587, 'learning_rate': 'invscaling', 'batch_size': 256}",1,1.922050952911377,0.4861666666666667,0.11147308349609375
1,30.88970708847046,bracket=1-0,"{'solver': 'sgd', 'power_t': 0.8367367367367368, 'momentum': 0.1061061061061061, 'learning_rate_init': 0.0005898896425508494, 'learning_rate': 'constant', 'batch_size': 512}",1,1.1754779815673828,0.164,0.3003518581390381
1,30.889708995819092,bracket=1-1,"{'solver': 'sgd', 'power_t': 0.6421421421421422, 'momentum': 0.6296296296296297, 'learning_rate_init': 0.00010520152176161591, 'learning_rate': 'adaptive', 'batch_size': 256}",1,1.5310750007629395,0.19308333333333333,0.1506061553955078
1,30.889710903167725,bracket=1-3,"{'solver': 'sgd', 'power_t': 0.10720720720720721, 'momentum': 0.03403403403403403, 'learning_rate_init': 0.0017427746784089192, 'learning_rate': 'invscaling', 'batch_size': 64}",1,2.5142979621887207,0.6770833333333334,0.15650701522827148
1,30.889710903167725,bracket=1-2,"{'solver': 'sgd', 'power_t': 0.13123123123123123, 'momentum': 0.04704704704704705, 'learning_rate_init': 0.0006468607661546328, 'learning_rate': 'invscaling', 'batch_size': 32}",1,3.962360143661499,0.6599166666666667,0.3360562324523926
1,30.88971185684204,bracket=1-4,"{'solver': 'sgd', 'power_t': 0.3522522522522523, 'momentum': 0.3893893893893894, 'learning_rate_init': 0.0007159041085964889, 'learning_rate': 'constant', 'batch_size': 256}",1,2.0211808681488037,0.3575,0.14904189109802246
1,30.889712810516357,bracket=1-5,"{'solver': 'sgd', 'power_t': 0.6805805805805806, 'momentum': 0.0890890890890891, 'learning_rate_init': 0.0004079534503452449, 'learning_rate': 'adaptive', 'batch_size': 128}",1,2.1663601398468018,0.3859166666666667,0.20382428169250488
2,48.441999197006226,bracket=2-0,"{'solver': 'sgd', 'power_t': 0.23693693693693696, 'momentum': 0.6546546546546547, 'learning_rate_init': 0.009817298406188842, 'learning_rate': 'adaptive', 'batch_size': 32}",1,4.865595817565918,0.8376666666666667,0.18493223190307617
2,48.44200134277344,bracket=2-1,"{'solver': 'sgd', 'power_t': 0.5660660660660661, 'momentum': 0.2272272272272272, 'learning_rate_init': 0.00015566543592710622, 'learning_rate': 'adaptive', 'batch_size': 512}",1,0.9721400737762451,0.1255,0.2191638946533203
2,48.44200301170349,bracket=2-3,"{'solver': 'sgd', 'power_t': 0.25055055055055053, 'momentum': 0.26626626626626626, 'learning_rate_init': 0.00013247139878661175, 'learning_rate': 'constant', 'batch_size': 1024}",1,0.8598310947418213,0.06491666666666666,0.18473386764526367
2,48.44200301170349,bracket=2-2,"{'solver': 'sgd', 'power_t': 0.44754754754754755, 'momentum': 0.6086086086086087, 'learning_rate_init': 0.0034957755743632753, 'learning_rate': 'constant', 'batch_size': 128}",1,1.8207299709320068,0.7505833333333334,0.1890268325805664
2,48.4420051574707,bracket=2-4,"{'solver': 'sgd', 'power_t': 0.8383383383383384, 'momentum': 0.04704704704704705, 'learning_rate_init': 0.000128264983052806, 'learning_rate': 'constant', 'batch_size': 1024}",1,0.6830589771270752,0.11516666666666667,0.20237374305725098
2,48.4420280456543,bracket=2-5,"{'solver': 'sgd', 'power_t': 0.3514514514514515, 'momentum': 0.7907907907907907, 'learning_rate_init': 0.00019511483468466164, 'learning_rate': 'adaptive', 'batch_size': 256}",1,1.7606348991394043,0.22675,0.25761890411376953
2,48.44203019142151,bracket=2-6,"{'solver': 'sgd', 'power_t': 0.2009009009009009, 'momentum': 0.03403403403403403, 'learning_rate_init': 0.00013125568357718427, 'learning_rate': 'constant', 'batch_size': 32}",1,4.6389501094818115,0.3095,0.21904301643371582
2,48.442031145095825,bracket=2-7,"{'solver': 'sgd', 'power_t': 0.28578578578578584, 'momentum': 0.914914914914915, 'learning_rate_init': 0.0011997177354358844, 'learning_rate': 'invscaling', 'batch_size': 32}",1,5.034930944442749,0.82075,0.17794513702392578
2,48.44203233718872,bracket=2-8,"{'solver': 'sgd', 'power_t': 0.6029029029029029, 'momentum': 0.7717717717717718, 'learning_rate_init': 0.00017548671496481503, 'learning_rate': 'adaptive', 'batch_size': 512}",1,0.9931459426879883,0.19666666666666666,0.20615911483764648
2,48.44203329086304,bracket=2-9,"{'solver': 'sgd', 'power_t': 0.5180180180180181, 'momentum': 0.7537537537537538, 'learning_rate_init': 0.0028540097698292375, 'learning_rate': 'invscaling', 'batch_size': 32}",1,4.947259187698364,0.8246666666666667,0.4553241729736328
2,48.44203424453735,bracket=2-10,"{'solver': 'sgd', 'power_t': 0.7366366366366366, 'momentum': 0.5105105105105106, 'learning_rate_init': 0.0006321218475812448, 'learning_rate': 'constant', 'batch_size': 64}",1,3.7161591053009033,0.6484166666666666,0.16367697715759277
2,48.442052125930786,bracket=2-11,"{'solver': 'sgd', 'power_t': 0.46116116116116124, 'momentum': 0.43243243243243246, 'learning_rate_init': 0.0004684580115873045, 'learning_rate': 'adaptive', 'batch_size': 512}",1,0.770205020904541,0.19733333333333333,0.4109170436859131
3,51.324049949645996,bracket=3-0,"{'solver': 'sgd', 'power_t': 0.35705705705705704, 'momentum': 0.6556556556556556, 'learning_rate_init': 0.0008768856094587427, 'learning_rate': 'invscaling', 'batch_size': 256}",1,1.103489875793457,0.4930833333333333,0.17661476135253906
3,51.324053049087524,bracket=3-1,"{'solver': 'sgd', 'power_t': 0.7454454454454454, 'momentum': 0.43743743743743746, 'learning_rate_init': 0.00044942026621191424, 'learning_rate': 'constant', 'batch_size': 512}",1,0.8966817855834961,0.16775,0.1859569549560547
3,51.32405495643616,bracket=3-2,"{'solver': 'sgd', 'power_t': 0.8367367367367368, 'momentum': 0.43743743743743746, 'learning_rate_init': 0.003798215306190736, 'learning_rate': 'adaptive', 'batch_size': 64}",1,2.6743738651275635,0.7601666666666667,0.17771220207214355
3,51.324055910110474,bracket=3-3,"{'solver': 'sgd', 'power_t': 0.11761761761761763, 'momentum': 0.6836836836836837, 'learning_rate_init': 0.009418331534647951, 'learning_rate': 'constant', 'batch_size': 128}",1,1.6153950691223145,0.79475,0.1596982479095459
3,51.32405710220337,bracket=3-4,"{'solver': 'sgd', 'power_t': 0.658958958958959, 'momentum': 0.5525525525525525, 'learning_rate_init': 0.0021945290862033138, 'learning_rate': 'invscaling', 'batch_size': 512}",1,0.783674955368042,0.49041666666666667,0.23934626579284668
3,51.32405877113342,bracket=3-5,"{'solver': 'sgd', 'power_t': 0.8687687687687687, 'momentum': 0.11511511511511512, 'learning_rate_init': 0.0007636298261282241, 'learning_rate': 'invscaling', 'batch_size': 128}",1,2.8421239852905273,0.43225,0.29698824882507324
3,51.32405996322632,bracket=3-6,"{'solver': 'sgd', 'power_t': 0.4019019019019019, 'momentum': 0.5465465465465466, 'learning_rate_init': 0.0002219966119119955, 'learning_rate': 'adaptive', 'batch_size': 128}",1,1.4069981575012207,0.28733333333333333,0.13450193405151367
3,51.324060916900635,bracket=3-7,"{'solver': 'sgd', 'power_t': 0.6021021021021021, 'momentum': 0.7737737737737738, 'learning_rate_init': 0.0011299339380332217, 'learning_rate': 'invscaling', 'batch_size': 128}",1,2.423214912414551,0.6984166666666667,0.12069106101989746
3,51.32406282424927,bracket=3-8,"{'solver': 'sgd', 'power_t': 0.24574574574574576, 'momentum': 0.1781781781781782, 'learning_rate_init': 0.00805203967082547, 'learning_rate': 'invscaling', 'batch_size': 512}",1,1.3800411224365234,0.6241666666666666,0.23474478721618652
3,51.32406401634216,bracket=3-9,"{'solver': 'sgd', 'power_t': 0.39469469469469476, 'momentum': 0.9229229229229229, 'learning_rate_init': 0.0008335293965098195, 'learning_rate': 'adaptive', 'batch_size': 512}",1,1.1142690181732178,0.5931666666666666,0.2270030975341797
3,51.32406497001648,bracket=3-10,"{'solver': 'sgd', 'power_t': 0.10960960960960961, 'momentum': 0.38538538538538536, 'learning_rate_init': 0.00018632463119315598, 'learning_rate': 'adaptive', 'batch_size': 512}",1,1.211331844329834,0.10025,0.187913179397583
3,51.32406711578369,bracket=3-11,"{'solver': 'sgd', 'power_t': 0.37307307307307314, 'momentum': 0.22522522522522523, 'learning_rate_init': 0.0003408258547423452, 'learning_rate': 'invscaling', 'batch_size': 256}",1,1.051955223083496,0.1205,0.15924882888793945
3,51.324068784713745,bracket=3-12,"{'solver': 'sgd', 'power_t': 0.2585585585585586, 'momentum': 0.7437437437437437, 'learning_rate_init': 0.000774263682681127, 'learning_rate': 'constant', 'batch_size': 64}",1,2.7153031826019287,0.6973333333333334,0.15542292594909668
3,51.32406973838806,bracket=3-13,"{'solver': 'sgd', 'power_t': 0.48198198198198205, 'momentum': 0.7657657657657657, 'learning_rate_init': 0.00675818116816111, 'learning_rate': 'invscaling', 'batch_size': 1024}",1,0.7022430896759033,0.67325,0.25761890411376953
3,51.32407093048096,bracket=3-14,"{'solver': 'sgd', 'power_t': 0.8623623623623624, 'momentum': 0.41541541541541543, 'learning_rate_init': 0.0029476062551248585, 'learning_rate': 'constant', 'batch_size': 256}",1,0.9781899452209473,0.6504166666666666,0.13862299919128418
