activation,alg,alpha,batch_size,hidden_layer_sizes,learning_rate,learning_rate_init,momentum,n_iter_no_change,nesterovs_momentum,power_t,solver
relu,hyperband,7.58367791499719e-05,512,"(5, 5, 5, 5)",constant,0.0015530705739334601,0.985985985985986,inf,True,0.35865865865865865,sgd
relu,hyperband,1.1969557023590428e-06,128,"(10, 10)",constant,0.006915758828738525,0.9019019019019019,inf,True,0.7582582582582582,sgd
relu,hyperband,0.0006696160054853222,32,"(5, 5, 5, 5)",constant,0.009593608287093146,0.5805805805805806,inf,True,0.8391391391391392,sgd
relu,hyperband,1.762975375287204e-05,256,"(10, 10)",constant,0.009505565920101192,0.8928928928928929,inf,True,0.16966966966966968,sgd
relu,hyperband,7.376797602527731e-05,32,"(10, 10)",constant,0.008126619200091946,0.5865865865865866,inf,True,0.16966966966966968,sgd
relu,hyperband,0.00030024617090855494,32,"(10, 10)",constant,0.0008451366330684721,0.8898898898898899,inf,True,0.12482482482482483,sgd
relu,hyperband,4.15545533471888e-05,32,"(5, 5, 5, 5)",constant,0.0066653632681249134,0.6406406406406406,inf,True,0.7118118118118119,sgd
relu,hyperband,6.789406812696113e-05,32,"(10, 10)",constant,0.00694771254846024,0.22022022022022023,inf,True,0.8871871871871873,sgd
relu,hyperband,0.00020104964162604992,128,"(10, 10)",constant,0.0033847728559459832,0.9419419419419419,inf,True,0.6477477477477478,sgd
relu,hyperband,6.742622241778349e-06,128,"(10, 10)",constant,0.004483855948021191,0.984984984984985,inf,True,0.37467467467467475,sgd
relu,passive,2.1102034285685966e-06,32,"(5, 5, 5, 5)",constant,0.0074451229107951435,0.7427427427427428,inf,True,0.2897897897897898,sgd
relu,passive,7.90492762269642e-05,32,"(10, 10)",constant,0.002287490817355704,0.1881881881881882,inf,True,0.3282282282282283,sgd
relu,passive,1.556654359271062e-05,32,"(20,)",constant,0.0008296958520834907,0.4954954954954955,inf,True,0.4771771771771772,sgd
relu,passive,0.00032174181506763714,64,"(20,)",constant,0.006915758828738525,0.7267267267267267,inf,True,0.8647647647647648,sgd
relu,passive,4.04209583979631e-06,32,"(10, 10)",constant,0.0038689007393279753,0.5815815815815816,inf,True,0.5548548548548549,sgd
relu,passive,1.1403996019700332e-05,32,"(10, 10)",constant,0.004916903577628032,0.5925925925925926,inf,True,0.24094094094094096,sgd
relu,passive,1.4327029534098295e-05,128,"(10, 10)",constant,0.007832382599179196,0.058058058058058054,inf,True,0.6805805805805806,sgd
relu,passive,6.836516004510239e-05,128,"(10, 10)",constant,0.0036606951475969024,0.7357357357357357,inf,True,0.1864864864864865,sgd
relu,passive,8.648423275731726e-06,64,"(10, 10)",constant,0.0077963601304052365,0.09509509509509509,inf,True,0.6141141141141141,sgd
relu,passive,3.108082173869064e-06,128,"(10, 10)",constant,0.008911482322840203,0.6406406406406406,inf,True,0.6645645645645646,sgd
